"","PARK","BOROUGH","SIZE","CATEGORY","MURDER","RAPE","ROBBERY","FELONY_ASSAULT","BURGLARY","GRAND_LARCENY","GRAND_LARCENY__MOTOR","TOTAL","Year","Quarter"
"5461","WALTER WARD PLAYGROUND","QUEENS       ",0.935,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5462","BENSON PLAYGROUND","BROOKLYN     ",0.934,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5463","CRISPUS ATTUCKS PLAYGROUND","BROOKLYN     ",0.934,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5464","SURF PLAYGROUND","BROOKLYN     ",0.933,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5465","BERGEN BEACH PLAYGROUND","BROOKLYN     ",0.927,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5466","TIGER PLAYGROUND","BROOKLYN     ",0.926,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5467","ATHENS SQUARE","QUEENS       ",0.925,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5468","ROCK GARDEN PARK","BRONX        ",0.92,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5469","SAW MILL PLAYGROUND","BRONX        ",0.92,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5470","P.S. 279 PLAYGROUND","BROOKLYN     ",0.92,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5471","VIRGINIA PARK","BRONX        ",0.918,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5472","BOERUM PARK","BROOKLYN     ",0.918,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,1,0,0,0,0,1,2016,"Q1"
"5473","ALBEMARLE PLAYGROUND","BROOKLYN     ",0.918,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5474","BARTLETT PLAYGROUND","BROOKLYN     ",0.918,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5475","NEWPORT PLAYGROUND","BROOKLYN     ",0.918,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5476","PRATT PLAYGROUND","BROOKLYN     ",0.918,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5477","CARTER G. WOODSON CHILDREN'S PARK","BROOKLYN     ",0.918,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5478","HOUSTON PLAYGROUND","BROOKLYN     ",0.918,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5479","LIVONIA PARK","BROOKLYN     ",0.918,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5480","DITMARS PARK","QUEENS       ",0.918,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5481","WHITE PLAYGROUND STATEN ISLAND","STATEN ISLAND",0.918,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5482","EDMONDS PLAYGROUND","BROOKLYN     ",0.917,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5483","GARDEN PLAYGROUND","BROOKLYN     ",0.915,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5484","PONTIAC PLAYGROUND","BRONX        ",0.913,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5485","MARTIN LUTHER PLAYGROUND","BROOKLYN     ",0.913,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5486","AESOP PARK","STATEN ISLAND",0.912,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5487","SLATTERY PLAYGROUND","BRONX        ",0.911,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5488","BAY TERRACE PLAYGROUND","QUEENS       ",0.91,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5489","WILLOUGHBY PLAYGROUND","BROOKLYN     ",0.907,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5490","ESTELLA DIGGS PARK","BRONX        ",0.903,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5491","WASHINGTON HALL PARK","BROOKLYN     ",0.901,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5492","HARLEM RBI","MANHATTAN    ",0.9,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5493","STARR PLAYGROUND","QUEENS       ",0.9,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5494","AMERICAN PLAYGROUND","BROOKLYN     ",0.896,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5495","HART PLAYGROUND ON BROADWAY","QUEENS       ",0.896,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5496","ARROCHAR PLAYGROUND","STATEN ISLAND",0.892,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5497","SOL LAIN PLGD","MANHATTAN    ",0.891,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5498","EL SHABAZZ PLAYGROUND","BROOKLYN     ",0.89,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5499","PINOCCHIO PLAYGROUND","QUEENS       ",0.888,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5500","ALICE KORNEGAY TRIANGLE","MANHATTAN    ",0.883,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5501","PETER'S FIELD","MANHATTAN    ",0.882,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5502","BEDFORD PLAYGROUND","BROOKLYN     ",0.881,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5503","HAROLD SCHNEIDERMAN PLAYGROUND","QUEENS       ",0.878,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5504","WAKEFIELD PLAYGROUND","BRONX        ",0.877,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5505","QUEENS VALLEY PLAYGROUND","QUEENS       ",0.876,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5506","LT. JOSEPH PETROSINO PARK","BROOKLYN     ",0.871,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5507","EVERGREEN PLAYGROUND","BROOKLYN     ",0.87,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5508","PLAYGROUND 286","BROOKLYN     ",0.868,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5509","BARRIER PLAYGROUND","QUEENS       ",0.867,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5510","LION'S PRIDE PLAYGROUND","BROOKLYN     ",0.865,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5511","NATHAN STRAUS PLAYGROUND","MANHATTAN    ",0.851,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5512","SCHENCK PLAYGROUND","BROOKLYN     ",0.847,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5513","HAVILAND PLAYGROUND","BRONX        ",0.84,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5514","SOL BLOOM PLAYGROUND","MANHATTAN    ",0.837,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5515","P.S. 155 PLAYGROUND","MANHATTAN    ",0.834,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5516","STEBBINS PLAYGROUND","BRONX        ",0.83,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5517","OPEN ROAD PARK","MANHATTAN    ",0.828,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5518","DI GILIO PLAYGROUND","BROOKLYN     ",0.826,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5519","HART PLAYGROUND ON 147 ST","QUEENS       ",0.821,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5520","FLYNN PLAYGROUND","BRONX        ",0.82,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5521","HIGHBRIDGE PARK BRONX SIDE","BRONX        ",0.82,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5522","PARKSIDE PLAYGROUND BRONX","BRONX        ",0.817,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5523","FISHER POOL","QUEENS       ",0.817,"POOL & RECREATION CENTER LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5524","ALEXANDER HAMILTON PLAYGROUND","MANHATTAN    ",0.811,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5525","WEST FARMS RAPIDS","BRONX        ",0.81,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5526","BELLAIRE PLAYGROUND","QUEENS       ",0.809,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5527","STEINWAY PLAYGROUND","QUEENS       ",0.809,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5528","RISSE STREET PARK","BRONX        ",0.806,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5529","ETHAN ALLEN PLAYGROUND","BROOKLYN     ",0.8,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5530","KENNEDY KING PLAYGROUND","BROOKLYN     ",0.79,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5531","EUGENE MCCABE FIELD","MANHATTAN    ",0.789,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5532","VLADECK PARK","MANHATTAN    ",0.789,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5533","SAMUEL SEABURY PLAYGROUND","MANHATTAN    ",0.786,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,1,0,1,2016,"Q1"
"5534","SPIRIT PLAYGROUND","QUEENS       ",0.786,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5535","MORGAN PLAYGROUND","BRONX        ",0.782,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5536","MOORE PLAYGROUND","MANHATTAN    ",0.766,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5537","FIRST PARK","MANHATTAN    ",0.763,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5538","SGT. WILLIAM DOUGHERTY PLAYGROUND","BROOKLYN     ",0.76,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5539","ADMIRAL PARK","QUEENS       ",0.759,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5540","JAIME CAMPIZ PLAYGROUND","BROOKLYN     ",0.752,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5541","SAMUEL N. BENNERSON 2ND PLAYGROUND","MANHATTAN    ",0.749,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5542","PLAYGROUND SEVENTY FIVE","QUEENS       ",0.749,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5543","WEBSTER PLAYGROUND","BRONX        ",0.744,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5544","FROST PLAYGROUND","BROOKLYN     ",0.739,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5545","TECUMSEH PLAYGROUND","MANHATTAN    ",0.738,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5546","RAILROAD PARK BRONX","BRONX        ",0.732,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5547","NATHAN WEIDENBAUM PARK","QUEENS       ",0.732,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5548","BLUEBERRY PARK","STATEN ISLAND",0.724,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5549","CLARK PLAYGROUND","BRONX        ",0.722,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5550","HUNTS POINT PLAYGROUND","BRONX        ",0.717,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5551","GUN HILL PLAYGROUND","BRONX        ",0.716,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5552","BLOOMINGDALE PLAYGROUND","MANHATTAN    ",0.715,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,1,0,1,2016,"Q1"
"5553","GALILEO PLAYGROUND","BRONX        ",0.714,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5554","I-AM-PARK","BRONX        ",0.712,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5555","UNNAMED PARK ON 17TH STREET","BROOKLYN     ",0.711,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5556","LAFAYETTE GARDENS PLAYGROUND","BROOKLYN     ",0.705,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5557","LINWOOD PLAYGROUND","BROOKLYN     ",0.705,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5558","ORACLE PLAYGROUND","BROOKLYN     ",0.703,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5559","NEWTOWN PLAYGROUND","QUEENS       ",0.703,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5560","MOUNT HOPE PLAYGROUND","BRONX        ",0.7,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5561","GARRISON PLAYGROUND","BRONX        ",0.696,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5562","GERTRUDE EDERLE RECREATION CENTER","MANHATTAN    ",0.69,"POOL & RECREATION CENTER LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5563","SLOPE PARK","BROOKLYN     ",0.689,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5564","FRED SAMUEL PLAYGROUND","MANHATTAN    ",0.688,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5565","AUBURNDALE PLAYGROUND","QUEENS       ",0.686,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5566","WHITE PLAYGROUND MANHATTAN","MANHATTAN    ",0.684,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5567","DAWSON PLAYGROUND","BRONX        ",0.681,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5568","MAPES POOL","BRONX        ",0.68,"PLAYGROUND & POOL LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5569","LILLIAN D WALD PLAYGROUND","MANHATTAN    ",0.68,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5570","RIVER AVENUE PARKS","BRONX        ",0.67,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5571","HOWARD POOL","BROOKLYN     ",0.67,"POOL LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5572","ST. NICHOLAS PLAYGROUND SOUTH","MANHATTAN    ",0.67,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5573","CANAL PARK","MANHATTAN    ",0.669,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5574","RIVERBEND PLAYGROUND","BRONX        ",0.661,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5575","ST. NICHOLAS PLAYGROUND NORTH","MANHATTAN    ",0.66,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5576","THE PEARLY GATES","BRONX        ",0.659,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5577","COLLEGE POINT PARK","QUEENS       ",0.659,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5578","AUDUBON PLAYGROUND","MANHATTAN    ",0.656,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5579","COURTNEY CALLENDER PLAYGROUND","MANHATTAN    ",0.653,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5580","BRIZZI PLAYGROUND","BROOKLYN     ",0.649,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5581","AUGUSTUS ST. GAUDENS PLAYGROUND","MANHATTAN    ",0.642,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5582","VESUVIO PLAYGROUND","MANHATTAN    ",0.635,"BASKETBALL & POOL LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5583","SQUIBB PARK","BROOKLYN     ",0.626,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5584","VETERANS GROVE","QUEENS       ",0.626,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5585","ELTON PLAYGROUND","BROOKLYN     ",0.622,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5586","TWENTY-FOUR SYCAMORES PARK","MANHATTAN    ",0.622,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5587","EAST RIVER ESPLANADE AT E 36TH ST AND FDR","MANHATTAN    ",0.62,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5588","CEDAR GROVE PLAYGROUND","QUEENS       ",0.619,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5589","CLEOPATRA PLAYGROUND","BRONX        ",0.618,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5590","BEACH 59TH ST PLAYGROUND","QUEENS       ",0.618,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5591","BRIDGE PLAYGROUND","BRONX        ",0.61,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5592","HALF-NELSON PLAYGROUND","BRONX        ",0.61,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5593","HENRY M. JACKSON PLAYGROUND","MANHATTAN    ",0.61,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5594","WILLIAM F. PASSANNANTE BALLFIELD","MANHATTAN    ",0.607,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5595","DR. RONALD E. MCNAIR PLAYGROUND","MANHATTAN    ",0.603,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5596","PENN SOUTH PLAYGROUND","MANHATTAN    ",0.6,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5597","O'NEILL TRIANGLE","BRONX        ",0.593,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5598","GEORGE WALKER JR. PARK","BROOKLYN     ",0.591,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5599","UNDERHILL PLAYGROUND","BROOKLYN     ",0.59,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5600","PETER DETMOLD PARK","MANHATTAN    ",0.588,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5601","COBBLE HILL PARK","BROOKLYN     ",0.585,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5602","WRIGHT BROTHERS PLAYGROUND","MANHATTAN    ",0.584,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5603","MERCER PLAYGROUND","MANHATTAN    ",0.582,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5604","SEAN'S PLACE","QUEENS       ",0.582,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5605","HARVARD PLAYGROUND","QUEENS       ",0.581,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5606","SARSFIELD PLAYGROUND","BROOKLYN     ",0.579,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5607","HELL'S KITCHEN PARK","MANHATTAN    ",0.576,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5608","BENNINGER PLAYGROUND","QUEENS       ",0.574,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5609","RORY STAUNTON FIELD","QUEENS       ",0.574,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5610","CARMANSVILLE PLAYGROUND","MANHATTAN    ",0.573,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5611","SIXTEEN SYCAMORES PLAYGROUND","BROOKLYN     ",0.567,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5612","GALAPO PLAYGROUND","BROOKLYN     ",0.565,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5613","MCKINLEY PLAYGROUND","MANHATTAN    ",0.563,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5614","ENNIS PLAYGROUND","BROOKLYN     ",0.554,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5615","GUTENBERG PLAYGROUND","MANHATTAN    ",0.551,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5616","BLAND PLAYGROUND","QUEENS       ",0.551,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5617","PFC NORTON PLAYGROUND","BROOKLYN     ",0.55,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5618","LITTLE CLAREMONT PARK","BRONX        ",0.549,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5619","JUNCTION PLAYGROUND","QUEENS       ",0.54,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,1,0,1,2016,"Q1"
"5620","WOODRUFF PLAYGROUND","BROOKLYN     ",0.536,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
"5621","ABIGAIL PLAYGROUND","BRONX        ",0.529,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2016,"Q1"
